"_id",ques,ques_desc,ques_url,user_name,user_url,views,vote_count
5b9dddb034fbff42b506fad5,How to run a Spring Boot WAR app in Heroku?," I've deployed a Spring Boot Web App to Heroku, but the app doesn't start, someone could help me? It's my first time with Spring Boot and I guess I'm missing some necessary configuration in pom.xml I ... ",https://stackoverflow.com/questions/52350477/how-to-run-a-spring-boot-war-app-in-heroku,Steffan Martins,https://stackoverflow.com/users/9867208/steffan-martins," 6 views ",0
5b9dddb034fbff42b506fad6,How to create an array from the contents of a text file to be sorted?," This is a program that takes these three arrays and sorts them using insertion sort and counting the number of comparisons and swaps performed for each array when sorted. I'm now trying to test ... ",https://stackoverflow.com/questions/52350455/how-to-create-an-array-from-the-contents-of-a-text-file-to-be-sorted,John Daniewicz,https://stackoverflow.com/users/9933055/john-daniewicz," 28 views ",0
5b9dddb034fbff42b506fad7,CORS: react + Spring = only OPTIONS is being sent," CORS: react + Spring = only OPTIONS is being sent Spring web config @Override public void addCorsMappings(CorsRegistry registry) { registry.addMapping(""/**"").allowedOrigins(""*"") ... ",https://stackoverflow.com/questions/52350450/cors-react-spring-only-options-is-being-sent,ArthurDn,https://stackoverflow.com/users/6012357/arthurdn," 13 views ",0
5b9dddb034fbff42b506fad8,How to modify java class object in JNI layer," I need to change/assign values of java class object in JNI layer. I am new to Java and JNI. Below are the codes that I have written. JNI_Test.java public class JNI_Test { enum Gender { ... ",https://stackoverflow.com/questions/52350437/how-to-modify-java-class-object-in-jni-layer,Al Freaken,https://stackoverflow.com/users/8852888/al-freaken," 11 views ",0
5b9dddb034fbff42b506fad9,How do you edit a repeatedly initalized label?," Let's say I made a swt and a button triggers this line of code: Label Charname = new Label(shell, SWT.NONE); Charname.setBounds(250,10+a,500,40); Charname.setText(""Hello""); a=a+40; I ... ",https://stackoverflow.com/questions/52350436/how-do-you-edit-a-repeatedly-initalized-label,Jalex Dai,https://stackoverflow.com/users/9802381/jalex-dai," 6 views ",0
5b9dddb034fbff42b506fada,How to enable the status bar in String.xml in Android Studio that I suddently clicked on Hide Notification," I've been stuck with this issue, please help me. I right clicked on string.xml file but it did not open the file editor. ",https://stackoverflow.com/questions/52350416/how-to-enable-the-status-bar-in-string-xml-in-android-studio-that-i-suddently-cl,Huynh Ngoc Anh,https://stackoverflow.com/users/8321896/huynh-ngoc-anh," 19 views ",0
5b9dddb034fbff42b506fadb,Should nested enums be declared as static?," I know that there is no difference in functionality if a nested enum is declared as static or not. However, it makes a difference if a nested class is declared as static or not. In comparison to the ... ",https://stackoverflow.com/questions/52350387/should-nested-enums-be-declared-as-static,stonar96,https://stackoverflow.com/users/3882565/stonar96," 19 views ",0
5b9dddb034fbff42b506fadc,Display data from loop in rotating div (java)," I have a foreach loop (jstl) and I want each data inside the loop to be displayed in my rotating div class. Currently, I have this code. <c:forEach var=""myItems"" items=""${myItems}"" varStatus=""i"" ... ",https://stackoverflow.com/questions/52350370/display-data-from-loop-in-rotating-div-java,nichkhun1,https://stackoverflow.com/users/5303587/nichkhun1," 15 views ",0
5b9dddb034fbff42b506fadd,Caesar Cipher Java Module," I've been trying to make a caesar cipher module in java but for some reason the code doesn't seem to work. If I take out the if statements for checking if their ASCII number plus the key would be ... ",https://stackoverflow.com/questions/52350318/caesar-cipher-java-module,C. Szasz,https://stackoverflow.com/users/10312831/c-szasz," 15 views ",0
5b9dddb034fbff42b506fade,Sublime text editor cannot find the file specified to run Java code," Sublime text editor cannot find the file specified to run Java code. I tried a series of steps I found online advising me to set path to bin, and so on so forth. Finally, I come across this error ... ",https://stackoverflow.com/questions/52350298/sublime-text-editor-cannot-find-the-file-specified-to-run-java-code,harrypotter,https://stackoverflow.com/users/10369458/harrypotter," 13 views ",0
5b9dddb034fbff42b506fadf,Bound mismatch with Generic Types," After one day searching I decided to ask your helps guys :-) here is my issue: I need to write coverter for some pojos. public abstract class Answer<T extends Serializable> implements ... ",https://stackoverflow.com/questions/52350290/bound-mismatch-with-generic-types,Beks,https://stackoverflow.com/users/10369446/beks," 32 views ",0
5b9dddb034fbff42b506fae0,Maven - Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.7.0:compile Using java 10," im trying to upload my discord bot project to Heroku using Git bash My project is java 10 and im using Maven but i get this error : remote: [ERROR] Failed to execute goal org.apache.maven.... ",https://stackoverflow.com/questions/52350260/maven-failed-to-execute-goal-org-apache-maven-pluginsmaven-compiler-plugin3,Crøss Marian,https://stackoverflow.com/users/10369440/cr%c3%b8ss-marian," 3 views ",0
5b9dddb034fbff42b506fae1,Data manager for Android using a singleton?," I use a REST call to get JSON data then I store that in a singleton like something called LocalDatabaseClass and just get the data I want from there from any activity. Is this standard practice? I ... ",https://stackoverflow.com/questions/52350253/data-manager-for-android-using-a-singleton,DolanTheMFWizard,https://stackoverflow.com/users/8068825/dolanthemfwizard," 13 views ",0
5b9dddb034fbff42b506fae2,Android kotlin - app stopps when check if GPS is enabled," This is the code: val gps_enabled = locationManager!!.isProviderEnabled(LocationManager.GPS_PROVIDER) if(!gps_enabled) { Log.d(""letsSee"", ""GPS IS OFF"") }else{ ... ",https://stackoverflow.com/questions/52350244/android-kotlin-app-stopps-when-check-if-gps-is-enabled,donkinged,https://stackoverflow.com/users/10272842/donkinged," 12 views ",0
5b9dddb034fbff42b506fae3,How to Receive SSL Socket Data in Java?," So I just read this post, and it said that you need to make an SSL socket like this: SocketFactory factory = SSLSocketFactory.getDefault(); Socket socket = factory.createSocket(""computerName"", 2282); ... ",https://stackoverflow.com/questions/52350235/how-to-receive-ssl-socket-data-in-java,Billy Staples,https://stackoverflow.com/users/10349350/billy-staples," 6 views ",0
5b9dddb034fbff42b506fae4,Why is it allowed to keep the bottom word of nextLong() signed?," The java.util.Random class has a method nextLong() which on it's own calls next(32) returning a random signed integer. public long nextLong() { // it's okay that the bottom word remains signed. ... ",https://stackoverflow.com/questions/52350202/why-is-it-allowed-to-keep-the-bottom-word-of-nextlong-signed,John,https://stackoverflow.com/users/3244464/john," 15 views ",0
5b9dddb034fbff42b506fae5,Netbeans set root as author," I'm running Linux Mint 18.3 cinnamon 64 bits I just downloaded Apache NetBeans IDE 9.0 It wasn't necessary to run any script to install it, i just had to run the following command to launch it: sudo ... ",https://stackoverflow.com/questions/52350187/netbeans-set-root-as-author,Lewis Mojica,https://stackoverflow.com/users/10300683/lewis-mojica," 13 views ",0
5b9dddb034fbff42b506fae6,read `ajax.Responder` with selenium," I got a web site that I want to scrap data from. in the source code the data looks like that: $(document).ready(function () { ikariam.getClass(ajax.Responder, [[""... ",https://stackoverflow.com/questions/52350178/read-ajax-responder-with-selenium,Roni,https://stackoverflow.com/users/4746689/roni," 11 views ",0
5b9dddb034fbff42b506fae7,Converting binary representation of integers to ASCII in Java Card," I would like to convert arbitrary length of integers that are represented in binary format to the ASCII form. One example being for the integer number 33023, the hexadecimal bytes is 0x80ff. I would ... ",https://stackoverflow.com/questions/52350126/converting-binary-representation-of-integers-to-ascii-in-java-card,thotheolh,https://stackoverflow.com/users/476467/thotheolh," 16 views ",0
5b9dddb034fbff42b506fae8,"Could not determine type for: com.packt.cardatabase.domain.Owner, at table: car, for columns: [org.hibernate.mapping.Column(owner)]"," I am learning Spring and Hibernate through a book, and there is an optional exercise to create a Many to Many relationship by using Hibernate. Unfortunately the author did not make the optional ... ",https://stackoverflow.com/questions/52350118/could-not-determine-type-for-com-packt-cardatabase-domain-owner-at-table-car,MGT,https://stackoverflow.com/users/5302618/mgt," 17 views ",0
5b9dddb034fbff42b506fae9,I'm not sure if I understand correctly how to call a new method in Java," I have the following exercise that I'm trying to solve: Write a class Summing with a method public static void sumit(). The method computes the sum of all numbers between 1 an 200 which are ... ",https://stackoverflow.com/questions/52350042/im-not-sure-if-i-understand-correctly-how-to-call-a-new-method-in-java,WoeIs,https://stackoverflow.com/users/9518071/woeis," 40 views ",-1
5b9dddb034fbff42b506faea,What is causing SWT Invalid thread access error when trying to test SWT application?," I have been trying to test my SWT application. I have the AppViewImplTest JUnit class written below. The tests are passing without any errors or failures in Eclipse but when running mvn clean install ... ",https://stackoverflow.com/questions/52349974/what-is-causing-swt-invalid-thread-access-error-when-trying-to-test-swt-applicat,WDE,https://stackoverflow.com/users/10369355/wde," 12 views ",0
5b9dddb034fbff42b506faeb,How to retain ISO 8601 date format in RequestParams when using SPRING BOOT," I have the following method which accepts two date parameters in ISO 8601 format. However, when I print these dates I am losing the seconds, milliseconds and the timezone 'Z'. How do I retain the ... ",https://stackoverflow.com/questions/52349945/how-to-retain-iso-8601-date-format-in-requestparams-when-using-spring-boot,Sambhav,https://stackoverflow.com/users/4468505/sambhav," 21 views ",0
5b9dddb034fbff42b506faec,Key Listener isn't functioning," Here's the KeyListener code; whatever I did, it didn't work. I couldn't make my (p1) and (p2) move. import java.awt.event.KeyAdapter; import java.awt.event.KeyEvent; public class KeyInput extends ... ",https://stackoverflow.com/questions/52349934/key-listener-isnt-functioning,UgandanCoder,https://stackoverflow.com/users/10369342/ugandancoder," 26 views ",-1
5b9dddb034fbff42b506faed,How make sprites's region in array facing different direction. Java Libgdx," I'm trying to make robots that are walking left or right, depends from property from Tiledmap. Walking works fine but I have issue with texture facing. Every robot's texture is facing the same as the ... ",https://stackoverflow.com/questions/52349931/how-make-spritess-region-in-array-facing-different-direction-java-libgdx,misza,https://stackoverflow.com/users/7959366/misza," 8 views ",0
5b9dddb034fbff42b506faee,Being able to use a method of comparable items to sort while inserting them into a List at the same time," I wasnt sure how to properly title this. Heres the problem im trying to solve, the prompt is: In this problem, you will create a method that takes all of the items in an array of Comparable items ... ",https://stackoverflow.com/questions/52349930/being-able-to-use-a-method-of-comparable-items-to-sort-while-inserting-them-into,EOxJ,https://stackoverflow.com/users/8674749/eoxj," 15 views ",0
5b9dddb034fbff42b506faef,"What is the “th”, “python”, “python3”, “java”, etc… used in front a command to run a script, called?"," In Lua with Torch, you use ""th"" to run a Lua script. In Python, you use either ""python"" or ""python3"" to run a python script. In Java, you use ""java"" to run a java class script. What is this word in ... ",https://stackoverflow.com/questions/52349926/what-is-the-th-python-python3-java-etc-used-in-front-a-command-to,ProGamerGov,https://stackoverflow.com/users/6676139/progamergov," 30 views ",1
5b9dddb034fbff42b506faf0,Trying to define predefined data type (overwrite)," I am new to java and working on a school assignment. When I run this program it gives an average of test scores but when I enter '999' to exit. It gives me an average number = 'NaN' but I need to have ... ",https://stackoverflow.com/questions/52349905/trying-to-define-predefined-data-type-overwrite,bloocool,https://stackoverflow.com/users/9579973/bloocool," 14 views ",0
5b9dddb034fbff42b506faf1,AnyLogic: How to find a maximum value of a collection," In my model I have a collection with values of temperatures and I want to find the maximum value with a function. I have found the following function: double max( collection, value ) - Returns ... ",https://stackoverflow.com/questions/52349877/anylogic-how-to-find-a-maximum-value-of-a-collection,"Cedric ",https://stackoverflow.com/users/10369293/cedric," 17 views ",-1
5b9dddb034fbff42b506faf2,Arrays are sorting themselves before they enter the methods," My arrays a and b are being sorted numerically before they are used in my functions. How do I get them to retain their same spots before being called into my functions? Array a is {1, 5, 3, 7, 2, 65, ... ",https://stackoverflow.com/questions/52349866/arrays-are-sorting-themselves-before-they-enter-the-methods,Anthony,https://stackoverflow.com/users/10312753/anthony," 65 views ",-2
5b9dddb034fbff42b506faf3,toast.maketext not updating value," When i use switch2 or any other switch Toast.maketext continuously showing ""Light 1 is now on..."" or ""Light 1 is now Off"" is there any problem with if else statement or HTTPRequestTasks? i'm trying to ... ",https://stackoverflow.com/questions/52349860/toast-maketext-not-updating-value,Ahmed Ansari,https://stackoverflow.com/users/9609872/ahmed-ansari," 16 views ",0
5b9dddb034fbff42b506faf4,Unable to create maven project in eclipse(oxygen) ide throws error," I am unable create a maven project, throws error as below, maven-compiler-plugin:3.1:compile (1 errors) maven-compiler-plugin:3.1:testCompile (1 errors) maven-compiler-plugin:2.6:resources (1 ... ",https://stackoverflow.com/questions/52349843/unable-to-create-maven-project-in-eclipseoxygen-ide-throws-error,madurai pandian.m,https://stackoverflow.com/users/6736210/madurai-pandian-m," 8 views ",1
5b9dddb034fbff42b506faf5,"Thymeleaf + jQuery , how to properly add th:field=“*{value}”"," I am struggling with a problem. I am trying to dynamically add row to my form. My first row (static) of form is working fine, but when I add another one, the form is being added but I cannot obtain ... ",https://stackoverflow.com/questions/52349776/thymeleaf-jquery-how-to-properly-add-thfield-value,Sadek,https://stackoverflow.com/users/9522536/sadek," 10 views ",1
5b9dddb034fbff42b506faf6,How to indent in itex7," Good afternoon, I have one big text when adding it to pdf I need to make different indents on the left for different lines ? By default, there is one indent for all (margins) line:   I need it to be ... ",https://stackoverflow.com/questions/52349753/how-to-indent-in-itex7,crazy_deviL,https://stackoverflow.com/users/10369249/crazy-devil," 7 views ",0
5b9dddb034fbff42b506faf7,"Java 8 JVM hangs, but does not crash/ heap dump when out of memory"," When running out of memory, Java 8 running Tomcat 8 never stops after a heap dump. Instead it just hangs as it max out memory. The server becomes very slow and non-responsive because of extensive GC ... ",https://stackoverflow.com/questions/52349734/java-8-jvm-hangs-but-does-not-crash-heap-dump-when-out-of-memory,user18168,https://stackoverflow.com/users/10369251/user18168," 16 views ",0
5b9dddb034fbff42b506faf8,"Java - Unexpected exiting of if else statement, possible improper use of scanner comparison? [duplicate]"," I am new to Java. I am working on this bit of code which is being used to create a menu. This is just an example for school, not a real project. I looked for resources online and found some discussion ... ",https://stackoverflow.com/questions/52349685/java-unexpected-exiting-of-if-else-statement-possible-improper-use-of-scanner,John,https://stackoverflow.com/users/10369011/john," 12 views ",0
5b9dddb034fbff42b506faf9,Find missing integer in array using *O(n2)*," I know how to find a single missing integer in an array of unique integers efficiently [O(n)], but what i am trying to do is achieve the same result in a less-efficient O(n2) way. Below is my attempt ... ",https://stackoverflow.com/questions/52349675/find-missing-integer-in-array-using-on2,jacob conn,https://stackoverflow.com/users/9455263/jacob-conn," 19 views ",-2
5b9dddb034fbff42b506fafa,Equals statement being valid for both uppercase and lowercase of the same letter," Having var toCheck = a In this case if(toCheck == 'a') returns true Is there a shorter/better way that this operation returns true for A also?\ Something different of if(toCheck == 'a' || toCheck ==... ",https://stackoverflow.com/questions/52349646/equals-statement-being-valid-for-both-uppercase-and-lowercase-of-the-same-letter,Leo Messi,https://stackoverflow.com/users/9099077/leo-messi," 27 views ",2
5b9dddb034fbff42b506fafb,Java: Print out each number in an array without printing its an repeats of that number?," Im trying to print out an array but only print out the distinct numbers in that array. For example: if the array has {5,5,3,6,3,5,2,1} then it would print {5,3,6,2,1} each time i do it either i only ... ",https://stackoverflow.com/questions/52349636/java-print-out-each-number-in-an-array-without-printing-its-an-repeats-of-that,"justin ",https://stackoverflow.com/users/7974661/justin," 54 views ",0
5b9dddb034fbff42b506fafc,Twitter Application Only Authentication - Error Code 86 “This method requires a GET or HEAD”," I am trying to fetch tweets for https://api.twitter.com/1.1/search/tweets.json?q=nasa&count=5 using application only bearer token which I got using consumer key and consumer secret successfully. ... ",https://stackoverflow.com/questions/52349633/twitter-application-only-authentication-error-code-86-this-method-requires-a,Kaidul,https://stackoverflow.com/users/1162233/kaidul," 11 views ",0
5b9dddb034fbff42b506fafd,using argumants tab and output to console," I had a homework assignment last lesson, which was to use Argument (Run as > Run Configuration > Arguments), and inside the Argument, writing: INT, Float, Byte, and Double. Here, I made a method where ... ",https://stackoverflow.com/questions/52349627/using-argumants-tab-and-output-to-console,Melkweg,https://stackoverflow.com/users/10230537/melkweg," 7 views ",-2
5b9dddb034fbff42b506fafe,get mouse log from otg," OK I don't have a code for this but I need to use mouse on my android with otg and using that to move the cursor on computer with Bluetooth like it's normal mouse or a wireless one I will appreciate ... ",https://stackoverflow.com/questions/52349584/get-mouse-log-from-otg,Mohamed Gamal,https://stackoverflow.com/users/10335957/mohamed-gamal," 8 views ",0
5b9dddb034fbff42b506faff,Is there a better/shorter way to write “if string is a single digit”?," Is there a better way to write this so it isn't long? if(input.equals(""1"") || input.equals(""2"") || input.equals(""3"") || input.equals (""4"") || input.equals(""5"") || input.equals(""6"") || input.... ",https://stackoverflow.com/questions/52349540/is-there-a-better-shorter-way-to-write-if-string-is-a-single-digit,ThePower,https://stackoverflow.com/users/8430711/thepower," 41 views ",0
5b9dddb034fbff42b506fb00,"How to print Array Values on one line, not in a sequence"," This is from Chapter 10, problem 10 of my ""Art and Science of Java"" book from Stanford( I am a full time physician teaching myself the intro to programming methodology using Java in my spare time[... ",https://stackoverflow.com/questions/52349537/how-to-print-array-values-on-one-line-not-in-a-sequence,Pav,https://stackoverflow.com/users/9660637/pav," 32 views ",0
5b9dddb034fbff42b506fb01,Error: Cannot Find Symbol on Java; how to declare arrays," I am new to Java and do not know how to set an array. My reset method cannot access myList when I later call it in the main method... public Hand(){ ArrayList<Object> myList=new ArrayList<&... ",https://stackoverflow.com/questions/52349534/error-cannot-find-symbol-on-java-how-to-declare-arrays,Jon Lee,https://stackoverflow.com/users/10323013/jon-lee," 23 views ",-1
5b9dddb034fbff42b506fb02,How is the size of heap + stack memory in java decided?," How much size is given to heap and stack memory in Java, does it vary from system to system? And how does the JVM decide that how much memory does it need save for heap memory and stack memory ? Also ... ",https://stackoverflow.com/questions/52349487/how-is-the-size-of-heap-stack-memory-in-java-decided,calculusnoob,https://stackoverflow.com/users/10200434/calculusnoob," 23 views ",-1
5b9dddb034fbff42b506fb03,"Handling on rotate on a bottom navigator , navigating on fragments"," I Am still not getting this part, I am trying to make sure my instance is saved once on rotate for good practice but I have exhausted all my knowledge, everything I rotate I navigate back to main ... ",https://stackoverflow.com/questions/52349469/handling-on-rotate-on-a-bottom-navigator-navigating-on-fragments,Amy Khan,https://stackoverflow.com/users/10311465/amy-khan," 14 views ",0
5b9dddb034fbff42b506fb04,How to Default Response Format as JSON When Exception Thrown," I just built a new Spring Boot project using Spring Initializr and when I throw exceptions from the code - something like a built-in NotFoundException - the resulting output is HTML. How can I get ... ",https://stackoverflow.com/questions/52349435/how-to-default-response-format-as-json-when-exception-thrown,Brandon,https://stackoverflow.com/users/359910/brandon," 26 views ",-1
5b9dddb034fbff42b506fb05,How to make 2 unrelated entities (two repository) run in one project at the same time ? Is it possible?," I'm trying to make 2 entities (that's not related) in one project. i'm using Java springboot to connect to mysql database. so what's the best way i can do? because i tried to make 2 repository but i ... ",https://stackoverflow.com/questions/52349431/how-to-make-2-unrelated-entities-two-repository-run-in-one-project-at-the-same,user_22,https://stackoverflow.com/users/9925309/user-22," 33 views ",0
5b9dddb034fbff42b506fb06,descending sort array of integer variables java [duplicate]," How do I sort an array of variables like below? Currently, I am getting the following output upon compile and run: [I@15db9742 What does this mean? package U2_Java_Programming_Preston_Harrison; ... ",https://stackoverflow.com/questions/52349424/descending-sort-array-of-integer-variables-java,Harrison Preston,https://stackoverflow.com/users/10369090/harrison-preston," 27 views ",-1
5b9dddb034fbff42b506fb07,Reading JOptionPane input into array," package javaapplication3; import javax.swing.JOptionPane; public class JavaApplication3 { public static void main(String[] args) { Double[] temp = new Double[7]; String[] days =... ",https://stackoverflow.com/questions/52349354/reading-joptionpane-input-into-array,Evan Layton,https://stackoverflow.com/users/10152010/evan-layton," 21 views ",0
