"_id",dt,event,type,url,user
5ba1d03b7d07d5447220821d,2018-09-18T21:27:39.907Z,click,question,https://stackoverflow.com/questions/52350922/word-wrap-in-java-swing-with-hard-wrap-pixel-limit,aaa
5ba1d03b7d07d5447220821e,2018-09-18T21:27:39.907Z,click,question,https://stackoverflow.com/questions/52350940/i-want-to-display-the-occurrence-of-a-character-in-string-how-can-i-improve-my,aaa
5ba1d03b7d07d5447220821f,2018-09-18T21:27:39.907Z,click,question,https://stackoverflow.com/questions/52350883/code-would-produce-a-different-output-than-i-was-expecting,aaa
5ba1d03b7d07d54472208220,2018-09-18T21:27:39.907Z,click,question,https://stackoverflow.com/questions/52350881/assertion-error-of-a-test-case-leads-to-failure-of-all-subsequent-test-cases-whi,aaa
5ba1fbb17d07d55724c5a976,2018-09-19T00:33:05.237Z,click,question,https://stackoverflow.com/questions/52350858/how-does-a-database-sequence-manages-a-race-condition,aaa
5ba1fbb17d07d55724c5a977,2018-09-19T00:33:05.237Z,click,question,https://stackoverflow.com/questions/52350773/floating-window-stick-to-wall,aaa
5ba1fbb17d07d55724c5a978,2018-09-19T00:33:05.237Z,click,question,https://stackoverflow.com/questions/52350765/vertx-webclient-download-file,aaa
5ba1fbb27d07d55724c5a979,2018-09-19T00:33:06.259Z,click,question,https://stackoverflow.com/questions/52350922/word-wrap-in-java-swing-with-hard-wrap-pixel-limit,aaa
5ba1fbb37d07d55724c5a97a,2018-09-19T00:33:07.431Z,click,question,https://stackoverflow.com/questions/52350883/code-would-produce-a-different-output-than-i-was-expecting,aaa
5ba1ffe17d07d55d677c6a21,2018-09-19T00:50:57.878Z,click,question,https://stackoverflow.com/questions/52350881/assertion-error-of-a-test-case-leads-to-failure-of-all-subsequent-test-cases-whi,aaa
5ba2000f7d07d55d677c6a22,2018-09-19T00:51:43.872Z,click,profile,https://stackoverflow.com/users/10247610/mod-gene-gulanes,aaa
5ba200127d07d55d677c6a23,2018-09-19T00:51:46.012Z,click,profile,https://stackoverflow.com/users/10368008/ekta-chudasama,aaa
5ba200147d07d55d677c6a24,2018-09-19T00:51:48.071Z,click,profile,https://stackoverflow.com/users/6379197/icche-guri,aaa
5ba202457d07d55d677c6a27,2018-09-19T01:01:09.295Z,click,profile,https://stackoverflow.com/users/9294422/jaraws,aaa
5ba202457d07d55d677c6a28,2018-09-19T01:01:09.295Z,click,question,https://stackoverflow.com/questions/52350922/word-wrap-in-java-swing-with-hard-wrap-pixel-limit,bbb
5ba202457d07d55d677c6a29,2018-09-19T01:01:09.295Z,click,question,https://stackoverflow.com/questions/52350883/code-would-produce-a-different-output-than-i-was-expecting,bbb
5ba202457d07d55d677c6a2a,2018-09-19T01:01:09.295Z,click,profile,https://stackoverflow.com/users/4781349/ip696,bbb
5ba202457d07d55d677c6a2b,2018-09-19T01:01:09.295Z,click,question,https://stackoverflow.com/questions/52341015/align-bitmap-to-the-center-using-layer-list,bbb
5ba29e927d07d505ea68855e,2018-09-19T12:08:02.270Z,click,profile,https://stackoverflow.com/users/9837407/limmen,bbb
5ba29e927d07d505ea68855f,2018-09-19T12:08:02.270Z,click,question,https://stackoverflow.com/questions/52340991/intellij-idea-sometimes-doesnt-build-the-application-the-way-it-supposed-to,bbb
5ba29e927d07d505ea688560,2018-09-19T12:08:02.270Z,click,profile,https://stackoverflow.com/users/5957254/dinil-sennath,bbb
5ba29e927d07d505ea688561,2018-09-19T12:08:02.270Z,click,question,https://stackoverflow.com/questions/52340940/index-page-doesnt-work-but-api-works-on-aws-beanstalk-sprint-boot,bbb
5ba301b07d07d532afb3dd37,2018-09-19T19:10:56.084Z,click,profile,https://stackoverflow.com/users/10368008/ekta-chudasama,aaa
5ba301b07d07d532afb3dd38,2018-09-19T19:10:56.084Z,click,question,https://stackoverflow.com/questions/52350940/i-want-to-display-the-occurrence-of-a-character-in-string-how-can-i-improve-my,ccc
5ba301b07d07d532afb3dd39,2018-09-19T19:10:56.084Z,click,question,https://stackoverflow.com/questions/52350922/word-wrap-in-java-swing-with-hard-wrap-pixel-limit,ccc
5ba301b07d07d532afb3dd3a,2018-09-19T19:10:56.084Z,click,profile,https://stackoverflow.com/users/1923853/hawox-swords,ccc
5ba301b87d07d532afb3dd3b,2018-09-19T19:11:04.436Z,click,profile,https://stackoverflow.com/users/10369729/user10369729,ccc
5ba301b87d07d532afb3dd3c,2018-09-19T19:11:04.436Z,click,question,https://stackoverflow.com/questions/52350881/assertion-error-of-a-test-case-leads-to-failure-of-all-subsequent-test-cases-whi,ccc
5ba301b87d07d532afb3dd3d,2018-09-19T19:11:04.436Z,click,profile,https://stackoverflow.com/users/10368008/ekta-chudasama,ccc
5ba301b87d07d532afb3dd3e,2018-09-19T19:11:04.436Z,click,question,https://stackoverflow.com/questions/52350867/hosting-web-api-in-embedded-web-server-in-java,ccc
5ba309a97d07d532afb3dd41,2018-09-19T19:44:57.379Z,click,question,https://stackoverflow.com/questions/52350765/vertx-webclient-download-file,ccc
5ba309a97d07d532afb3dd42,2018-09-19T19:44:57.379Z,click,question,https://stackoverflow.com/questions/52350620/h-e-l-p-me-java-jtable-database,ccc
5ba309a97d07d532afb3dd43,2018-09-19T19:44:57.379Z,click,question,https://stackoverflow.com/questions/52350599/spring-in-action-5th-edition-chapter-1-sts-setting-problems,ccc
5ba309a97d07d532afb3dd44,2018-09-19T19:44:57.379Z,click,profile,https://stackoverflow.com/users/10369589/angelo-gabarda,ccc
5ba309b07d07d532afb3dd45,2018-09-19T19:45:04.619Z,click,question,https://stackoverflow.com/questions/52350716/sql2o-capping-composite-objects-in-java,ccc
5ba309b07d07d532afb3dd46,2018-09-19T19:45:04.619Z,click,question,https://stackoverflow.com/questions/52350713/how-to-print-the-int-value-of-an-object-inside-another-object-array,ccc
5ba309b07d07d532afb3dd47,2018-09-19T19:45:04.619Z,click,profile,https://stackoverflow.com/users/7300046/alyxesson,ccc
5ba309b07d07d532afb3dd48,2018-09-19T19:45:04.619Z,click,question,https://stackoverflow.com/questions/52350620/h-e-l-p-me-java-jtable-database,ccc
5ba309b67d07d532afb3dd49,2018-09-19T19:45:10.944Z,click,question,https://stackoverflow.com/questions/52350599/spring-in-action-5th-edition-chapter-1-sts-setting-problems,ccc
5ba309b67d07d532afb3dd4a,2018-09-19T19:45:10.944Z,click,profile,https://stackoverflow.com/users/10369589/angelo-gabarda,ccc
5ba309b67d07d532afb3dd4b,2018-09-19T19:45:10.944Z,click,question,https://stackoverflow.com/questions/52350532/how-to-implement-backpropagation-in-a-simple-neural-network,ccc
5ba309b67d07d532afb3dd4c,2018-09-19T19:45:10.944Z,click,question,https://stackoverflow.com/questions/52350556/java-beginner-java-code-errors-advice-needed,ccc
